time,main,oven,refg,kitchen,lite
2221,229,0,0,0,1
2222,211,0,0,0,1
2223,207,0,0,0,1
2224,212,0,0,0,1
2225,209,0,0,0,1
2226,212,0,0,0,1
2227,212,0,0,0,1
2228,211,0,0,0,1
2229,207,0,0,0,1
2230,212,0,0,0,1
2231,434,0,1,0,1
2232,416,0,1,0,1
2233,416,0,1,0,1
2234,421,0,1,0,1
2235,416,0,1,0,1
2236,400,0,1,0,1
2237,400,0,1,0,1
2238,404,0,1,0,1
2239,406,0,1,0,1
2240,405,0,1,0,1
2241,402,0,1,0,1
2242,399,0,1,0,1
2243,401,0,1,0,1
2244,398,0,1,0,1
2245,404,0,1,0,1
2246,397,0,1,0,1
2247,403,0,1,0,1
2248,406,0,1,0,1
2249,406,0,1,0,1
2250,400,0,1,0,1
2251,400,0,1,0,1
2252,405,0,1,0,1
2253,406,0,1,0,1
2254,399,0,1,0,1
2255,398,0,1,0,1
2256,401,0,1,0,1
2257,395,0,1,0,1
2258,397,0,1,0,1
2259,414,0,1,0,1
2260,396,0,1,0,1
2261,394,0,1,0,1
2262,398,0,1,0,1
2263,398,0,1,0,1
2264,386,0,1,0,1
2265,402,0,1,0,1
2266,392,0,1,0,1
2267,391,0,1,0,1
2268,388,0,1,0,1
2269,391,0,1,0,1
2270,396,0,1,0,1
2271,389,0,1,0,1
2272,384,0,1,0,1
2273,396,0,1,0,1
2274,388,0,1,0,1
2275,389,0,1,0,1
2276,386,0,1,0,1
2277,386,0,1,0,1
2278,395,0,1,0,1
2279,386,0,1,0,1
2280,385,0,1,0,1
2281,386,0,1,0,1
2282,389,0,1,0,1
2283,386,0,1,0,1
2284,389,0,1,0,1
2285,208,0,0,0,1
2286,211,0,0,0,1
2287,208,0,0,0,1
2288,210,0,0,0,1
2289,218,0,0,0,1
2290,219,0,0,0,1
2291,209,0,0,0,1
2292,209,0,0,0,1
2293,207,0,0,0,1
2294,206,0,0,0,1
2295,207,0,0,0,1
2296,206,0,0,0,1
2297,209,0,0,0,1
2298,208,0,0,0,1
2299,207,0,0,0,1
2300,205,0,0,0,1
2301,227,0,0,0,1
2302,210,0,0,0,1
2303,209,0,0,0,1
2304,230,0,0,0,1
2305,209,0,0,0,1
2306,212,0,0,0,1
2307,206,0,0,0,1
2308,206,0,0,0,1
2309,206,0,0,0,1
2310,205,0,0,0,1
2311,206,0,0,0,1
2312,203,0,0,0,1
2313,211,0,0,0,1
2314,207,0,0,0,1
2315,208,0,0,0,1
2316,206,0,0,0,1
2317,206,0,0,0,1
2318,207,0,0,0,1
2319,205,0,0,0,1
2320,203,0,0,0,1
2321,205,0,0,0,1
2322,205,0,0,0,1
2323,204,0,0,0,1
2324,215,0,0,0,1
2325,203,0,0,0,1
2326,202,0,0,0,1
2327,203,0,0,0,1
2328,205,0,0,0,1
2329,203,0,0,0,1
2330,186,0,0,0,1
2331,184,0,0,0,1
2332,184,0,0,0,1
2333,183,0,0,0,1
2334,185,0,0,0,1
2335,184,0,0,0,1
2336,184,0,0,0,1
2337,182,0,0,0,1
2338,183,0,0,0,1
2339,186,0,0,0,1
2340,187,0,0,0,1
2341,184,0,0,0,1
2342,184,0,0,0,1
2343,186,0,0,0,1
2344,186,0,0,0,1
2345,184,0,0,0,1
2346,227,0,0,0,1
2347,184,0,0,0,1
2348,186,0,0,0,1
2349,182,0,0,0,1
2350,183,0,0,0,1
2351,183,0,0,0,1
2352,182,0,0,0,1
2353,180,0,0,0,1
2354,179,0,0,0,1
2355,185,0,0,0,1
2356,182,0,0,0,1
2357,180,0,0,0,1
2358,180,0,0,0,1
2359,182,0,0,0,1
2360,180,0,0,0,1
2361,180,0,0,0,1
2362,186,0,0,0,1
2363,179,0,0,0,1
2364,181,0,0,0,1
2365,185,0,0,0,1
2366,185,0,0,0,1
2367,184,0,0,0,1
2368,183,0,0,0,1
2369,181,0,0,0,1
2370,183,0,0,0,1
2371,182,0,0,0,1
2372,182,0,0,0,1
2373,188,0,0,0,1
2374,181,0,0,0,1
2375,181,0,0,0,1
2376,181,0,0,0,1
2377,181,0,0,0,1
2378,182,0,0,0,1
2379,183,0,0,0,1
2380,182,0,0,0,1
2381,180,0,0,0,1
2382,183,0,0,0,1
2383,181,0,0,0,1
2384,180,0,0,0,1
2385,181,0,0,0,1
2386,181,0,0,0,1
2387,180,0,0,0,1
2388,181,0,0,0,1
2389,180,0,0,0,1
2390,182,0,0,0,1
2391,182,0,0,0,1
2392,184,0,0,0,1
2393,189,0,0,0,1
2394,184,0,0,0,1
2395,184,0,0,0,1
2396,185,0,0,0,1
2397,185,0,0,0,1
2398,182,0,0,0,1
2399,183,0,0,0,1
2400,184,0,0,0,1
2401,182,0,0,0,1
2402,187,0,0,0,1
2403,183,0,0,0,1
2404,186,0,0,0,1
2405,186,0,0,0,1
2406,185,0,0,0,1
2407,184,0,0,0,1
2408,182,0,0,0,1
2409,182,0,0,0,1
2410,182,0,0,0,1
2411,183,0,0,0,1
2412,183,0,0,0,1
2413,183,0,0,0,1
2414,187,0,0,0,1
2415,185,0,0,0,1
2416,184,0,0,0,1
2417,185,0,0,0,1
2418,183,0,0,0,1
2419,184,0,0,0,1
2420,187,0,0,0,1
2421,184,0,0,0,1
2422,183,0,0,0,1
2423,184,0,0,0,1
2424,183,0,0,0,1
2425,183,0,0,0,1
2426,186,0,0,0,1
2427,184,0,0,0,1
2428,187,0,0,0,1
2429,185,0,0,0,1
2430,188,0,0,0,1
2431,188,0,0,0,1
2432,183,0,0,0,1
2433,182,0,0,0,1
2434,184,0,0,0,1
2435,182,0,0,0,1
2436,181,0,0,0,1
2437,185,0,0,0,1
2438,185,0,0,0,1
2439,187,0,0,0,1
2440,189,0,0,0,1
2441,190,0,0,0,1
2442,187,0,0,0,1
2443,189,0,0,0,1
2444,189,0,0,0,1
2445,185,0,0,0,1
2446,186,0,0,0,1
2447,185,0,0,0,1
2448,189,0,0,0,1
2449,188,0,0,0,1
2450,187,0,0,0,1
2451,188,0,0,0,1
2452,187,0,0,0,1
2453,183,0,0,0,1
2454,188,0,0,0,1
2455,183,0,0,0,1
2456,187,0,0,0,1
2457,182,0,0,0,1
2458,184,0,0,0,1
2459,183,0,0,0,1
2460,187,0,0,0,1
2461,182,0,0,0,1
2462,184,0,0,0,1
2463,184,0,0,0,1
2464,184,0,0,0,1
2465,185,0,0,0,1
2466,184,0,0,0,1
2467,184,0,0,0,1
2468,183,0,0,0,1
2469,184,0,0,0,1
2470,183,0,0,0,1
2471,183,0,0,0,1
2472,186,0,0,0,1
2473,182,0,0,0,1
2474,183,0,0,0,1
2475,185,0,0,0,1
2476,188,0,0,0,1
2477,184,0,0,0,1
2478,182,0,0,0,1
2479,188,0,0,0,1
2480,183,0,0,0,1
2481,188,0,0,0,1
2482,186,0,0,0,1
2483,183,0,0,0,1
2484,230,0,0,0,1
2485,194,0,0,0,1
2486,181,0,0,0,1
2487,182,0,0,0,1
2488,182,0,0,0,1
2489,182,0,0,0,1
2490,185,0,0,0,1
2491,186,0,0,0,1
2492,180,0,0,0,1
2493,185,0,0,0,1
2494,185,0,0,0,1
2495,184,0,0,0,1
2496,183,0,0,0,1
2497,181,0,0,0,1
2498,187,0,0,0,1
2499,181,0,0,0,1
2500,262,0,0,0,1
2501,263,0,0,0,1
2502,263,0,0,0,1
2503,262,0,0,0,1
2504,266,0,0,0,1
2505,262,0,0,0,1
2506,262,0,0,0,1
2507,263,0,0,0,1
2508,263,0,0,0,1
2509,262,0,0,0,1
2510,262,0,0,0,1
2511,263,0,0,0,1
2512,262,0,0,0,1
2513,264,0,0,0,1
2514,262,0,0,0,1
2515,260,0,0,0,1
2516,263,0,0,0,1
2517,264,0,0,0,1
2518,498,0,1,0,1
2519,478,0,1,0,1
2520,465,0,1,0,1
2521,465,0,1,0,1
2522,458,0,1,0,1
2523,458,0,1,0,1
2524,459,0,1,0,1
2525,460,0,1,0,1
2526,460,0,1,0,1
2527,458,0,1,0,1
2528,457,0,1,0,1
2529,446,0,1,0,1
2530,443,0,1,0,1
2531,447,0,1,0,1
2532,445,0,1,0,1
2533,443,0,1,0,1
2534,442,0,1,0,1
2535,445,0,1,0,1
2536,445,0,1,0,1
2537,442,0,1,0,1
2538,444,0,1,0,1
2539,446,0,1,0,1
2540,442,0,1,0,1
2541,442,0,1,0,1
2542,440,0,1,0,1
2543,445,0,1,0,1
2544,441,0,1,0,1
2545,441,0,1,0,1
2546,438,0,1,0,1
2547,439,0,1,0,1
2548,437,0,1,0,1
2549,439,0,1,0,1
2550,438,0,1,0,1
2551,435,0,1,0,1
2552,432,0,1,0,1
2553,437,0,1,0,1
2554,439,0,1,0,1
2555,436,0,1,0,1
2556,439,0,1,0,1
2557,435,0,1,0,1
2558,440,0,1,0,1
2559,432,0,1,0,1
2560,434,0,1,0,1
2561,435,0,1,0,1
2562,434,0,1,0,1
2563,432,0,1,0,1
2564,432,0,1,0,1
2565,434,0,1,0,1
2566,433,0,1,0,1
2567,430,0,1,0,1
2568,435,0,1,0,1
2569,433,0,1,0,1
2570,432,0,1,0,1
2571,445,0,1,0,1
2572,448,0,1,0,1
2573,430,0,1,0,1
2574,435,0,1,0,1
2575,441,0,1,0,1
2576,438,0,1,0,1
2577,2007,0,1,1,1
2578,1987,0,1,1,1
2579,2008,0,1,1,1
2580,2007,0,1,1,1
2581,1993,0,1,1,1
2582,1997,0,1,1,1
2583,2002,0,1,1,1
2584,440,0,1,0,1
2585,438,0,1,0,1
2586,2001,0,1,1,1
2587,1999,0,1,1,1
2588,438,0,1,0,1
2589,484,0,1,0,1
2590,328,0,1,0,1
2591,331,0,1,0,1
2592,330,0,1,0,1
2593,327,0,1,0,1
2594,328,0,1,0,1
2595,152,0,0,0,1
2596,150,0,0,0,1
2597,149,0,0,0,1
2598,151,0,0,0,1
2599,149,0,0,0,1
2600,152,0,0,0,1
2601,150,0,0,0,1
2602,151,0,0,0,1
2603,149,0,0,0,1
2604,152,0,0,0,1
2605,149,0,0,0,1
2606,152,0,0,0,1
2607,147,0,0,0,1
2608,147,0,0,0,1
2609,148,0,0,0,1
2610,150,0,0,0,1
2611,148,0,0,0,1
2612,148,0,0,0,1
2613,152,0,0,0,1
2614,149,0,0,0,1
2615,148,0,0,0,1
2616,152,0,0,0,1
2617,145,0,0,0,1
2618,149,0,0,0,1
2619,147,0,0,0,1
2620,153,0,0,0,1
2621,147,0,0,0,1
2622,149,0,0,0,1
2623,148,0,0,0,1
2624,148,0,0,0,1
2625,148,0,0,0,1
2626,149,0,0,0,1
2627,147,0,0,0,1
2628,149,0,0,0,1
2629,154,0,0,0,1
2630,152,0,0,0,1
2631,154,0,0,0,1
2632,151,0,0,0,1
2633,154,0,0,0,1
2634,150,0,0,0,1
2635,150,0,0,0,1
2636,153,0,0,0,1
2637,149,0,0,0,1
2638,149,0,0,0,1
2639,149,0,0,0,1
2640,150,0,0,0,1
2641,152,0,0,0,1
2642,152,0,0,0,1
2643,148,0,0,0,1
2644,147,0,0,0,1
2645,146,0,0,0,1
2646,146,0,0,0,1
2647,148,0,0,0,1
2648,147,0,0,0,1
2649,146,0,0,0,1
2650,148,0,0,0,1
2651,149,0,0,0,1
2652,146,0,0,0,1
2653,149,0,0,0,1
2654,146,0,0,0,1
2655,150,0,0,0,1
2656,146,0,0,0,1
2657,148,0,0,0,1
2658,150,0,0,0,1
2659,146,0,0,0,1
2660,148,0,0,0,1
2661,148,0,0,0,1
2662,147,0,0,0,1
2663,147,0,0,0,1
2664,146,0,0,0,1
2665,147,0,0,0,1
2666,148,0,0,0,1
2667,146,0,0,0,1
2668,149,0,0,0,1
2669,148,0,0,0,1
2670,149,0,0,0,1
2671,149,0,0,0,1
2672,146,0,0,0,1
2673,149,0,0,0,1
2674,147,0,0,0,1
2675,145,0,0,0,1
2676,146,0,0,0,1
2677,152,0,0,0,1
2678,146,0,0,0,1
2679,144,0,0,0,1
2680,148,0,0,0,1
2681,145,0,0,0,1
2682,145,0,0,0,1
2683,145,0,0,0,1
2684,149,0,0,0,1
2685,147,0,0,0,1
2686,146,0,0,0,1
2687,146,0,0,0,1
2688,145,0,0,0,1
2689,146,0,0,0,1
2690,147,0,0,0,1
2691,145,0,0,0,1
2692,148,0,0,0,1
2693,144,0,0,0,1
2694,146,0,0,0,1
2695,146,0,0,0,1
2696,150,0,0,0,1
2697,146,0,0,0,1
2698,145,0,0,0,1
2699,145,0,0,0,1
2700,149,0,0,0,1
2701,146,0,0,0,1
2702,145,0,0,0,1
2703,146,0,0,0,1
2704,145,0,0,0,1
2705,146,0,0,0,1
2706,148,0,0,0,1
2707,148,0,0,0,1
2708,152,0,0,0,1
2709,148,0,0,0,1
2710,146,0,0,0,1
2711,146,0,0,0,1
2712,148,0,0,0,1
2713,149,0,0,0,1
2714,148,0,0,0,1
2715,145,0,0,0,1
2716,148,0,0,0,1
2717,148,0,0,0,1
2718,148,0,0,0,1
2719,148,0,0,0,1
2720,153,0,0,0,1
2721,147,0,0,0,1
2722,146,0,0,0,1
2723,145,0,0,0,1
2724,146,0,0,0,1
2725,145,0,0,0,1
2726,149,0,0,0,1
2727,150,0,0,0,1
2728,146,0,0,0,1
2729,147,0,0,0,1
2730,149,0,0,0,1
2731,148,0,0,0,1
2732,150,0,0,0,1
2733,146,0,0,0,1
2734,148,0,0,0,1
2735,146,0,0,0,1
2736,150,0,0,0,1
2737,148,0,0,0,1
2738,146,0,0,0,1
2739,148,0,0,0,1
2740,145,0,0,0,1
2741,145,0,0,0,1
2742,147,0,0,0,1
2743,144,0,0,0,1
2744,147,0,0,0,1
2745,146,0,0,0,1
2746,146,0,0,0,1
2747,144,0,0,0,1
2748,144,0,0,0,1
2749,143,0,0,0,1
2750,144,0,0,0,1
2751,145,0,0,0,1
2752,145,0,0,0,1
2753,144,0,0,0,1
2754,142,0,0,0,1
2755,142,0,0,0,1
2756,145,0,0,0,1
2757,146,0,0,0,1
2758,146,0,0,0,1
2759,143,0,0,0,1
2760,143,0,0,0,1
2761,145,0,0,0,1
2762,143,0,0,0,1
2763,142,0,0,0,1
2764,141,0,0,0,1
2765,143,0,0,0,1
2766,141,0,0,0,1
2767,143,0,0,0,1
2768,142,0,0,0,1
2769,147,0,0,0,1
2770,141,0,0,0,1
2771,144,0,0,0,1
2772,141,0,0,0,1
2773,140,0,0,0,1
2774,140,0,0,0,1
2775,140,0,0,0,1
2776,140,0,0,0,1
2777,140,0,0,0,1
2778,142,0,0,0,1
2779,143,0,0,0,1
2780,140,0,0,0,1
2781,143,0,0,0,1
2782,140,0,0,0,1
2783,142,0,0,0,1
2784,142,0,0,0,1
2785,139,0,0,0,1
2786,139,0,0,0,1
2787,142,0,0,0,1
2788,140,0,0,0,1
2789,140,0,0,0,1
2790,139,0,0,0,1
2791,141,0,0,0,1
2792,140,0,0,0,1
2793,142,0,0,0,1
2794,139,0,0,0,1
2795,142,0,0,0,1
2796,140,0,0,0,1
2797,139,0,0,0,1
2798,141,0,0,0,1
2799,141,0,0,0,1
2800,140,0,0,0,1
2801,140,0,0,0,1
2802,139,0,0,0,1
2803,139,0,0,0,1
2804,139,0,0,0,1
2805,138,0,0,0,1
2806,143,0,0,0,1
2807,142,0,0,0,1
2808,140,0,0,0,1
2809,143,0,0,0,1
2810,140,0,0,0,1
2811,140,0,0,0,1
2812,139,0,0,0,1
2813,139,0,0,0,1
2814,142,0,0,0,1
2815,141,0,0,0,1
2816,139,0,0,0,1
2817,139,0,0,0,1
2818,142,0,0,0,1
2819,141,0,0,0,1
2820,146,0,0,0,1
2821,146,0,0,0,1
2822,371,0,1,0,1
2823,370,0,1,0,1
2824,344,0,1,0,1
2825,343,0,1,0,1
2826,346,0,1,0,1
2827,341,0,1,0,1
2828,337,0,1,0,1
2829,334,0,1,0,1
2830,335,0,1,0,1
2831,336,0,1,0,1
2832,332,0,1,0,1
2833,336,0,1,0,1
2834,335,0,1,0,1
2835,332,0,1,0,1
2836,329,0,1,0,1
2837,330,0,1,0,1
2838,325,0,1,0,1
2839,327,0,1,0,1
2840,326,0,1,0,1
2841,325,0,1,0,1
2842,323,0,1,0,1
2843,323,0,1,0,1
2844,325,0,1,0,1
2845,328,0,1,0,1
2846,327,0,1,0,1
2847,326,0,1,0,1
2848,322,0,1,0,1
2849,324,0,1,0,1
2850,323,0,1,0,1
2851,323,0,1,0,1
2852,325,0,1,0,1
2853,324,0,1,0,1
2854,321,0,1,0,1
2855,320,0,1,0,1
2856,319,0,1,0,1
2857,326,0,1,0,1
2858,318,0,1,0,1
2859,319,0,1,0,1
2860,320,0,1,0,1
2861,320,0,1,0,1
2862,327,0,1,0,1
2863,319,0,1,0,1
2864,319,0,1,0,1
2865,321,0,1,0,1
2866,317,0,1,0,1
2867,319,0,1,0,1
2868,317,0,1,0,1
2869,318,0,1,0,1
2870,318,0,1,0,1
2871,315,0,1,0,1
2872,316,0,1,0,1
2873,320,0,1,0,1
2874,315,0,1,0,1
2875,312,0,1,0,1
2876,317,0,1,0,1
2877,136,0,0,0,1
2878,137,0,0,0,1
2879,136,0,0,0,1
2880,138,0,0,0,1
2881,136,0,0,0,1
2882,137,0,0,0,1
2883,140,0,0,0,1
2884,140,0,0,0,1
2885,135,0,0,0,1
2886,136,0,0,0,1
2887,136,0,0,0,1
2888,136,0,0,0,1
2889,136,0,0,0,1
2890,136,0,0,0,1
2891,136,0,0,0,1
2892,135,0,0,0,1
2893,139,0,0,0,1
2894,138,0,0,0,1
2895,137,0,0,0,1
2896,136,0,0,0,1
2897,138,0,0,0,1
2898,137,0,0,0,1
2899,136,0,0,0,1
2900,134,0,0,0,1
2901,139,0,0,0,1
2902,136,0,0,0,1
2903,136,0,0,0,1
2904,138,0,0,0,1
2905,137,0,0,0,1
2906,135,0,0,0,1
2907,139,0,0,0,1
2908,135,0,0,0,1
2909,138,0,0,0,1
2910,136,0,0,0,1
2911,135,0,0,0,1
2912,134,0,0,0,1
2913,135,0,0,0,1
2914,136,0,0,0,1
2915,139,0,0,0,1
2916,135,0,0,0,1
2917,136,0,0,0,1
2918,135,0,0,0,1
2919,138,0,0,0,1
2920,135,0,0,0,1
2921,137,0,0,0,1
2922,139,0,0,0,1
2923,139,0,0,0,1
2924,135,0,0,0,1
2925,136,0,0,0,1
2926,136,0,0,0,1
2927,136,0,0,0,1
2928,135,0,0,0,1
2929,135,0,0,0,1
2930,134,0,0,0,1
2931,137,0,0,0,1
2932,139,0,0,0,1
2933,135,0,0,0,1
2934,135,0,0,0,1
2935,139,0,0,0,1
2936,138,0,0,0,1
2937,135,0,0,0,1
2938,135,0,0,0,1
2939,135,0,0,0,1
2940,136,0,0,0,1
2941,135,0,0,0,1
2942,136,0,0,0,1
2943,137,0,0,0,1
2944,137,0,0,0,1
2945,139,0,0,0,1
2946,141,0,0,0,1
2947,138,0,0,0,1
2948,137,0,0,0,1
2949,134,0,0,0,1
2950,135,0,0,0,1
2951,133,0,0,0,1
2952,135,0,0,0,1
2953,135,0,0,0,1
2954,134,0,0,0,1
2955,136,0,0,0,1
2956,138,0,0,0,1
2957,137,0,0,0,1
2958,137,0,0,0,1
2959,139,0,0,0,1
2960,135,0,0,0,1
2961,138,0,0,0,1
2962,136,0,0,0,1
2963,138,0,0,0,1
2964,134,0,0,0,1
2965,135,0,0,0,1
2966,135,0,0,0,1
2967,136,0,0,0,1
2968,137,0,0,0,1
2969,136,0,0,0,1
2970,134,0,0,0,1
2971,139,0,0,0,1
2972,138,0,0,0,1
2973,137,0,0,0,1
2974,140,0,0,0,1
2975,138,0,0,0,1
2976,134,0,0,0,1
2977,136,0,0,0,1
2978,134,0,0,0,1
2979,135,0,0,0,1
2980,134,0,0,0,1
2981,136,0,0,0,1
2982,138,0,0,0,1
2983,136,0,0,0,1
2984,137,0,0,0,1
2985,135,0,0,0,1
2986,139,0,0,0,1
2987,136,0,0,0,1
2988,134,0,0,0,1
2989,135,0,0,0,1
2990,135,0,0,0,1
2991,135,0,0,0,1
2992,135,0,0,0,1
2993,135,0,0,0,1
2994,138,0,0,0,1
2995,135,0,0,0,1
2996,138,0,0,0,1
2997,134,0,0,0,1
2998,138,0,0,0,1
2999,134,0,0,0,1
3000,134,0,0,0,1
3001,135,0,0,0,1
3002,137,0,0,0,1
3003,139,0,0,0,1
3004,135,0,0,0,1
3005,137,0,0,0,1
3006,134,0,0,0,1
3007,135,0,0,0,1
3008,134,0,0,0,1
3009,146,0,0,0,1
3010,142,0,0,0,1
3011,138,0,0,0,1
3012,137,0,0,0,1
3013,138,0,0,0,1
3014,139,0,0,0,1
3015,137,0,0,0,1
3016,137,0,0,0,1
3017,138,0,0,0,1
3018,141,0,0,0,1
3019,138,0,0,0,1
3020,142,0,0,0,1
3021,140,0,0,0,1
3022,140,0,0,0,1
3023,142,0,0,0,1
3024,141,0,0,0,1
3025,138,0,0,0,1
3026,134,0,0,0,1
3027,135,0,0,0,1
3028,354,0,1,0,1
3029,350,0,1,0,1
3030,335,0,1,0,1
3031,334,0,1,0,1
3032,329,0,1,0,1
3033,329,0,1,0,1
3034,330,0,1,0,1
3035,329,0,1,0,1
3036,329,0,1,0,1
3037,325,0,1,0,1
3038,326,0,1,0,1
3039,324,0,1,0,1
3040,324,0,1,0,1
3041,331,0,1,0,1
3042,328,0,1,0,1
3043,323,0,1,0,1
3044,325,0,1,0,1
3045,324,0,1,0,1
3046,326,0,1,0,1
3047,325,0,1,0,1
3048,324,0,1,0,1
3049,327,0,1,0,1
3050,325,0,1,0,1
3051,321,0,1,0,1
3052,320,0,1,0,1
3053,324,0,1,0,1
3054,322,0,1,0,1
3055,318,0,1,0,1
3056,320,0,1,0,1
3057,317,0,1,0,1
3058,324,0,1,0,1
3059,317,0,1,0,1
3060,316,0,1,0,1
3061,324,0,1,0,1
3062,318,0,1,0,1
3063,316,0,1,0,1
3064,317,0,1,0,1
3065,318,0,1,0,1
3066,316,0,1,0,1
3067,315,0,1,0,1
3068,315,0,1,0,1
3069,311,0,1,0,1
3070,314,0,1,0,1
3071,314,0,1,0,1
3072,317,0,1,0,1
3073,317,0,1,0,1
3074,318,0,1,0,1
3075,136,0,0,0,1
3076,136,0,0,0,1
3077,133,0,0,0,1
3078,136,0,0,0,1
3079,137,0,0,0,1
3080,136,0,0,0,1
3081,135,0,0,0,1
3082,133,0,0,0,1
3083,138,0,0,0,1
3084,135,0,0,0,1
3085,137,0,0,0,1
3086,137,0,0,0,1
3087,139,0,0,0,1
3088,136,0,0,0,1
3089,136,0,0,0,1
3090,135,0,0,0,1
3091,136,0,0,0,1
3092,136,0,0,0,1
3093,135,0,0,0,1
3094,139,0,0,0,1
3095,137,0,0,0,1
3096,136,0,0,0,1
3097,135,0,0,0,1
3098,136,0,0,0,1
3099,136,0,0,0,1
3100,134,0,0,0,1
3101,134,0,0,0,1
3102,136,0,0,0,1
3103,136,0,0,0,1
3104,134,0,0,0,1
3105,135,0,0,0,1
3106,137,0,0,0,1
3107,134,0,0,0,1
3108,137,0,0,0,1
3109,137,0,0,0,1
3110,140,0,0,0,1
3111,135,0,0,0,1
3112,135,0,0,0,1
3113,136,0,0,0,1
3114,135,0,0,0,1
3115,135,0,0,0,1
3116,140,0,0,0,1
3117,137,0,0,0,1
3118,136,0,0,0,1
3119,134,0,0,0,1
3120,134,0,0,0,1
3121,137,0,0,0,1
3122,138,0,0,0,1
3123,136,0,0,0,1
3124,138,0,0,0,1
3125,134,0,0,0,1
3126,135,0,0,0,1
3127,138,0,0,0,1
3128,136,0,0,0,1
3129,134,0,0,0,1
3130,134,0,0,0,1
3131,134,0,0,0,1
3132,137,0,0,0,1
3133,134,0,0,0,1
3134,135,0,0,0,1
3135,136,0,0,0,1
3136,134,0,0,0,1
3137,136,0,0,0,1
3138,138,0,0,0,1
3139,136,0,0,0,1
3140,135,0,0,0,1
3141,138,0,0,0,1
3142,134,0,0,0,1
3143,135,0,0,0,1
3144,135,0,0,0,1
3145,138,0,0,0,1
3146,135,0,0,0,1
3147,137,0,0,0,1
3148,136,0,0,0,1
3149,138,0,0,0,1
3150,135,0,0,0,1
3151,134,0,0,0,1
3152,134,0,0,0,1
3153,137,0,0,0,1
3154,134,0,0,0,1
3155,140,0,0,0,1
3156,135,0,0,0,1
3157,135,0,0,0,1
3158,135,0,0,0,1
3159,139,0,0,0,1
3160,135,0,0,0,1
3161,138,0,0,0,1
3162,135,0,0,0,1
3163,134,0,0,0,1
3164,134,0,0,0,1
3165,137,0,0,0,1
3166,133,0,0,0,1
3167,135,0,0,0,1
3168,135,0,0,0,1
3169,136,0,0,0,1
3170,138,0,0,0,1
3171,135,0,0,0,1
3172,135,0,0,0,1
3173,140,0,0,0,1
3174,134,0,0,0,1
3175,138,0,0,0,1
3176,140,0,0,0,1
3177,135,0,0,0,1
3178,134,0,0,0,1
3179,136,0,0,0,1
3180,135,0,0,0,1
3181,133,0,0,0,1
3182,134,0,0,0,1
3183,140,0,0,0,1
3184,135,0,0,0,1
3185,136,0,0,0,1
3186,137,0,0,0,1
3187,134,0,0,0,1
3188,135,0,0,0,1
3189,135,0,0,0,1
3190,133,0,0,0,1
3191,134,0,0,0,1
3192,134,0,0,0,1
3193,134,0,0,0,1
3194,134,0,0,0,1
3195,135,0,0,0,1
3196,133,0,0,0,1
3197,138,0,0,0,1
3198,137,0,0,0,1
3199,133,0,0,0,1
3200,137,0,0,0,1
3201,138,0,0,0,1
3202,139,0,0,0,1
3203,138,0,0,0,1
3204,137,0,0,0,1
3205,138,0,0,0,1
3206,137,0,0,0,1
3207,138,0,0,0,1
3208,140,0,0,0,1
3209,140,0,0,0,1
3210,138,0,0,0,1
3211,137,0,0,0,1
3212,141,0,0,0,1
3213,138,0,0,0,1
3214,138,0,0,0,1
3215,138,0,0,0,1
3216,138,0,0,0,1
3217,136,0,0,0,1
3218,134,0,0,0,1
3219,137,0,0,0,1
3220,136,0,0,0,1
3221,136,0,0,0,1
3222,138,0,0,0,1
3223,138,0,0,0,1
3224,135,0,0,0,1
3225,140,0,0,0,1
3226,137,0,0,0,1
3227,135,0,0,0,1
3228,135,0,0,0,1
3229,133,0,0,0,1
3230,134,0,0,0,1
3231,134,0,0,0,1
3232,135,0,0,0,1
3233,135,0,0,0,1
3234,134,0,0,0,1
3235,134,0,0,0,1
3236,138,0,0,0,1
3237,137,0,0,0,1
3238,137,0,0,0,1
3239,134,0,0,0,1
3240,135,0,0,0,1
3241,135,0,0,0,1
3242,135,0,0,0,1
3243,136,0,0,0,1
3244,134,0,0,0,1
3245,135,0,0,0,1
3246,137,0,0,0,1
3247,134,0,0,0,1
3248,137,0,0,0,1
3249,135,0,0,0,1
3250,136,0,0,0,1
3251,138,0,0,0,1
3252,137,0,0,0,1
3253,137,0,0,0,1
3254,134,0,0,0,1
3255,133,0,0,0,1
3256,139,0,0,0,1
3257,135,0,0,0,1
3258,133,0,0,0,1
3259,357,0,1,0,1
3260,349,0,1,0,1
3261,335,0,1,0,1
3262,336,0,1,0,1
3263,336,0,1,0,1
3264,331,0,1,0,1
3265,330,0,1,0,1
3266,331,0,1,0,1
3267,330,0,1,0,1
3268,330,0,1,0,1
3269,328,0,1,0,1
3270,332,0,1,0,1
3271,326,0,1,0,1
3272,325,0,1,0,1
3273,336,0,1,0,1
3274,328,0,1,0,1
3275,331,0,1,0,1
3276,325,0,1,0,1
3277,326,0,1,0,1
3278,322,0,1,0,1
3279,322,0,1,0,1
3280,322,0,1,0,1
3281,324,0,1,0,1
3282,324,0,1,0,1
3283,323,0,1,0,1
3284,322,0,1,0,1
3285,319,0,1,0,1
3286,320,0,1,0,1
3287,322,0,1,0,1
3288,321,0,1,0,1
3289,316,0,1,0,1
3290,317,0,1,0,1
3291,318,0,1,0,1
3292,319,0,1,0,1
3293,318,0,1,0,1
3294,318,0,1,0,1
