main,state,oven,refg,kitchen,lite,bath
323,7,0,191,49,82,1
318,7,0,190,45,82,1
317,7,0,187,46,83,1
318,7,0,189,44,84,1
318,7,0,190,45,82,1
315,7,0,187,44,83,1
318,7,0,189,45,83,1
318,7,0,189,45,83,1
315,7,0,187,44,83,1
318,7,0,188,46,83,1
317,7,0,190,44,82,1
317,7,0,188,45,83,1
315,7,0,186,45,83,1
317,7,0,189,45,82,1
317,7,0,190,44,82,1
314,7,0,186,44,83,1
358,8,0,228,47,82,1
357,8,0,228,45,83,1
362,8,0,230,48,83,1
362,8,0,228,49,84,1
318,7,0,189,45,83,1
316,7,0,187,45,83,1
317,7,0,189,44,83,1
315,7,0,187,45,82,1
317,7,0,189,44,83,1
322,7,0,191,47,83,1
316,7,0,188,45,82,1
319,7,0,191,45,82,1
323,7,0,190,47,83,3
328,7,0,187,46,82,13
330,8,0,190,44,83,13
331,8,0,189,47,82,13
329,8,0,189,45,82,13
333,8,0,192,46,82,13
331,8,0,188,48,82,13
328,7,0,190,43,82,13
328,7,0,188,44,83,13
335,8,0,192,47,83,13
316,7,0,188,44,83,1
315,7,0,188,43,83,1
356,8,0,230,42,83,1
360,8,0,231,45,83,1
320,7,0,190,46,83,1
317,7,0,188,45,83,1
314,7,0,188,43,82,1
317,7,0,191,43,82,1
314,7,0,188,42,83,1
313,7,0,187,42,83,1
325,7,0,192,49,83,1
317,7,0,189,44,83,1
316,7,0,186,46,83,1
318,7,0,190,44,83,1
315,7,0,188,43,83,1
318,7,0,189,45,83,1
315,7,0,189,42,83,1
315,7,0,189,42,83,1
311,7,0,186,41,83,1
316,7,0,190,42,83,1
313,7,0,188,41,83,1
313,7,0,187,42,83,1
315,7,0,189,42,83,1
315,7,0,190,41,83,1
317,7,0,188,46,82,1
317,7,0,189,45,82,1
316,7,0,190,42,83,1
314,7,0,187,43,83,1
315,7,0,189,43,82,1
312,7,0,186,42,83,1
313,7,0,186,43,83,1
313,7,0,187,42,83,1
318,7,0,190,44,83,1
313,7,0,187,42,83,1
316,7,0,190,42,83,1
314,7,0,187,44,82,1
310,7,0,185,41,83,1
313,7,0,187,42,83,1
313,7,0,186,43,83,1
311,7,0,186,42,82,1
313,7,0,187,42,83,1
315,7,0,190,41,83,1
312,7,0,187,42,82,1
316,7,0,188,44,83,1
314,7,0,189,42,82,1
311,7,0,185,42,83,1
311,7,0,187,41,82,1
314,7,0,189,42,82,1
312,7,0,187,42,82,1
310,7,0,185,41,83,1
315,7,0,189,42,83,1
315,7,0,188,43,83,1
311,7,0,185,42,83,1
314,7,0,186,44,83,1
313,7,0,187,42,83,1
312,7,0,186,42,83,1
316,7,0,188,45,82,1
312,7,0,187,42,82,1
312,7,0,185,43,83,1
315,7,0,187,44,83,1
314,7,0,188,42,83,1
313,7,0,185,43,84,1
313,7,0,187,41,84,1
316,7,0,187,45,83,1
316,7,0,186,47,82,1
310,7,0,185,42,82,1
315,7,0,187,45,82,1
316,7,0,187,45,83,1
312,7,0,185,43,83,1
312,7,0,186,42,83,1
318,7,0,189,45,83,1
312,7,0,186,42,83,1
311,7,0,183,44,83,1
312,7,0,185,44,82,1
317,7,0,188,45,83,1
313,7,0,187,42,83,1
315,7,0,188,43,83,1
313,7,0,188,42,82,1
313,7,0,187,43,82,1
311,7,0,185,42,83,1
311,7,0,186,42,82,1
308,7,0,184,41,82,1
310,7,0,185,42,82,1
314,7,0,188,43,82,1
314,7,0,185,46,82,1
310,7,0,184,42,83,1
311,7,0,186,42,82,1
312,7,0,187,42,82,1
312,7,0,186,42,83,1
308,7,0,184,41,82,1
309,7,0,185,41,82,1
311,7,0,187,41,82,1
315,7,0,186,45,83,1
314,7,0,185,45,83,1
314,7,0,187,43,83,1
311,7,0,186,42,82,1
310,7,0,184,42,83,1
310,7,0,185,41,83,1
314,7,0,187,43,83,1
309,7,0,185,41,82,1
307,7,0,184,41,81,1
310,7,0,185,42,82,1
311,7,0,184,44,82,1
308,7,0,184,41,82,1
314,7,0,187,43,83,1
313,7,0,186,43,83,1
312,7,0,184,45,82,1
311,7,0,184,43,83,1
130,1,0,6,41,82,1
130,1,0,6,42,81,1
129,1,0,6,41,81,1
133,1,0,6,45,81,1
131,1,0,6,43,81,1
132,1,0,7,42,82,1
133,1,0,7,44,81,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
128,1,0,6,40,81,1
131,1,0,6,42,82,1
133,1,0,6,44,82,1
130,1,0,6,41,82,1
133,1,0,7,43,82,1
134,1,0,6,45,82,1
132,1,0,7,42,82,1
131,1,0,6,42,82,1
133,1,0,6,44,82,1
132,1,0,6,42,83,1
130,1,0,7,41,81,1
131,1,0,7,42,81,1
135,1,0,7,46,81,1
133,1,0,6,44,82,1
136,1,0,6,46,83,1
129,1,0,6,41,81,1
130,1,0,6,42,81,1
134,1,0,6,46,81,1
131,1,0,6,43,81,1
131,1,0,6,42,82,1
134,1,0,6,46,81,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
137,1,0,6,49,81,1
130,1,0,6,42,81,1
131,1,0,6,42,82,1
132,1,0,6,43,82,1
133,1,0,7,43,82,1
132,1,0,6,42,83,1
132,1,0,6,42,83,1
134,1,0,7,45,81,1
134,1,0,6,45,82,1
134,1,0,6,45,82,1
133,1,0,7,43,82,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
132,1,0,6,42,83,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
132,1,0,7,42,82,1
135,1,0,6,45,83,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
133,1,0,6,44,82,1
129,1,0,6,41,81,1
133,1,0,6,44,82,1
132,1,0,7,42,82,1
131,1,0,6,42,82,1
134,1,0,6,45,82,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
130,1,0,6,41,82,1
132,1,0,7,42,82,1
132,1,0,6,42,83,1
131,1,0,6,43,81,1
130,1,0,6,42,81,1
131,1,0,6,42,82,1
131,1,0,6,41,83,1
130,1,0,6,41,82,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
132,1,0,6,43,82,1
133,1,0,7,43,82,1
135,1,0,7,45,82,1
131,1,0,6,42,82,1
134,1,0,6,45,82,1
131,1,0,6,41,83,1
132,1,0,6,43,82,1
134,1,0,6,45,82,1
133,1,0,6,44,82,1
132,1,0,7,42,82,1
135,1,0,6,46,82,1
130,1,0,6,42,81,1
131,1,0,6,42,82,1
133,1,0,6,44,82,1
133,1,0,6,44,82,1
131,1,0,6,42,82,1
130,1,0,6,41,82,1
135,1,0,6,46,82,1
134,1,0,6,44,83,1
131,1,0,6,42,82,1
135,1,0,7,44,83,1
135,1,0,6,45,83,1
133,1,0,6,44,82,1
131,1,0,6,42,82,1
134,1,0,6,45,82,1
135,1,0,6,46,82,1
132,1,0,6,43,82,1
132,1,0,6,43,82,1
131,1,0,6,42,82,1
132,1,0,6,42,83,1
131,1,0,6,41,83,1
133,1,0,6,44,82,1
133,1,0,6,44,82,1
132,1,0,7,42,82,1
132,1,0,6,42,83,1
132,1,0,7,42,82,1
133,1,0,6,44,82,1
134,1,0,6,44,83,1
132,1,0,6,42,83,1
131,1,0,6,42,82,1
132,1,0,6,42,83,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
134,1,0,6,44,83,1
172,2,0,47,42,82,1
174,2,0,47,43,83,1
172,2,0,47,42,82,1
173,2,0,47,42,83,1
173,2,0,47,42,83,1
172,2,0,47,42,82,1
131,1,0,6,42,82,1
134,1,0,6,45,82,1
134,1,0,7,44,82,1
132,1,0,7,42,82,1
132,1,0,6,43,82,1
131,1,0,6,41,83,1
134,1,0,6,45,82,1
133,1,0,6,44,82,1
131,1,0,6,42,82,1
133,1,0,7,42,83,1
132,1,0,7,41,83,1
132,1,0,6,44,81,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
132,1,0,6,42,83,1
132,1,0,6,42,83,1
133,1,0,7,43,82,1
131,1,0,6,42,82,1
171,2,0,47,41,82,1
135,1,0,6,45,83,1
131,1,0,6,42,82,1
174,2,0,47,44,82,1
133,1,0,6,43,83,1
149,2,0,7,47,82,13
146,2,0,6,44,83,13
147,2,0,7,45,82,13
148,2,0,7,46,82,13
149,2,0,7,47,82,13
146,2,0,7,44,82,13
145,2,0,6,44,82,13
145,2,0,6,44,82,13
148,2,0,7,46,82,13
145,2,0,7,43,82,13
145,2,0,6,44,82,13
149,2,0,7,47,82,13
147,2,0,7,45,82,13
146,2,0,6,45,82,13
144,2,0,6,43,82,13
143,2,0,7,42,81,13
133,1,0,7,42,83,1
130,1,0,6,41,82,1
133,1,0,7,43,82,1
133,1,0,6,43,83,1
133,1,0,7,42,83,1
132,1,0,6,42,83,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
130,1,0,6,41,82,1
130,1,0,6,41,82,1
134,1,0,7,44,82,1
133,1,0,6,43,83,1
130,1,0,6,41,82,1
132,1,0,7,42,82,1
130,1,0,6,41,82,1
133,1,0,7,42,83,1
131,1,0,6,41,83,1
133,1,0,7,43,82,1
131,1,0,6,42,82,1
132,1,0,6,42,83,1
132,1,0,7,42,82,1
133,1,0,7,42,83,1
132,1,0,7,42,82,1
176,2,0,47,45,83,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
133,1,0,6,44,82,1
134,1,0,6,45,82,1
131,1,0,6,42,82,1
132,1,0,6,43,82,1
134,1,0,6,44,83,1
131,1,0,6,42,82,1
135,1,0,6,45,83,1
132,1,0,7,42,82,1
132,1,0,6,42,83,1
132,1,0,6,42,83,1
133,1,0,6,44,82,1
132,1,0,6,43,82,1
130,1,0,6,41,82,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
130,1,0,6,41,82,1
134,1,0,6,45,82,1
133,1,0,6,43,83,1
135,1,0,7,45,82,1
130,1,0,6,41,82,1
133,1,0,6,43,83,1
131,1,0,6,42,82,1
134,1,0,6,44,83,1
135,1,0,6,46,82,1
132,1,0,6,42,83,1
131,1,0,6,42,82,1
135,1,0,6,45,83,1
132,1,0,6,43,82,1
135,1,0,6,45,83,1
136,1,0,7,45,83,1
133,1,0,6,43,83,1
131,1,0,6,42,82,1
137,1,0,6,48,82,1
134,1,0,6,45,82,1
132,1,0,6,42,83,1
132,1,0,7,42,82,1
134,1,0,6,45,82,1
133,1,0,6,44,82,1
131,1,0,6,42,82,1
134,1,0,6,44,83,1
132,1,0,6,42,83,1
146,2,0,7,44,82,13
144,2,0,6,44,82,12
143,2,0,6,43,82,12
143,2,0,6,43,82,12
146,2,0,7,44,82,13
149,2,0,7,48,82,12
145,2,0,7,44,82,12
145,2,0,6,44,82,13
144,2,0,7,43,82,12
144,2,0,7,43,82,12
145,2,0,7,44,82,12
145,2,0,7,43,82,13
144,2,0,7,43,82,12
144,2,0,7,43,82,12
143,2,0,6,43,82,12
143,2,0,6,43,82,12
144,2,0,6,44,82,12
145,2,0,7,44,82,12
147,2,0,7,46,82,12
143,2,0,6,43,82,12
144,2,0,7,43,82,12
133,1,0,6,43,83,1
133,1,0,6,42,84,1
134,1,0,6,44,83,1
135,1,0,6,45,83,1
132,1,0,6,42,83,1
132,1,0,6,44,81,1
131,1,0,6,42,82,1
133,1,0,6,44,82,1
131,1,0,6,42,82,1
132,1,0,6,42,83,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
132,1,0,6,42,83,1
131,1,0,6,42,82,1
131,1,0,7,41,82,1
134,1,0,6,45,82,1
135,1,0,6,45,83,1
130,1,0,6,41,82,1
131,1,0,6,42,82,1
134,1,0,6,45,82,1
136,1,0,6,46,83,1
134,1,0,6,44,83,1
134,1,0,7,44,82,1
135,1,0,7,45,82,1
140,1,0,7,50,82,1
132,1,0,7,42,82,1
134,1,0,6,44,83,1
134,1,0,6,45,82,1
133,1,0,6,44,82,1
131,1,0,6,42,82,1
132,1,0,6,42,83,1
134,1,0,6,45,82,1
133,1,0,7,43,82,1
134,1,0,6,45,82,1
132,1,0,7,41,83,1
135,1,0,7,44,83,1
133,1,0,7,43,82,1
132,1,0,7,42,82,1
137,1,0,7,46,83,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
132,1,0,7,42,82,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
133,1,0,7,43,82,1
133,1,0,7,43,82,1
131,1,0,6,42,82,1
132,1,0,6,42,83,1
134,1,0,6,45,82,1
131,1,0,6,42,82,1
130,1,0,6,41,82,1
131,1,0,6,41,83,1
132,1,0,6,42,83,1
132,1,0,7,42,82,1
134,1,0,6,45,82,1
131,1,0,6,42,82,1
132,1,0,7,42,82,1
132,1,0,6,42,83,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
131,1,0,6,41,83,1
132,1,0,6,42,83,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
133,1,0,6,44,82,1
131,1,0,7,41,82,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
133,1,0,7,42,83,1
131,1,0,6,42,82,1
130,1,0,6,41,82,1
131,1,0,6,42,82,1
131,1,0,7,41,82,1
138,1,0,6,48,83,1
131,1,0,6,42,82,1
131,1,0,6,43,81,1
131,1,0,6,42,82,1
136,1,0,7,45,83,1
134,1,0,6,45,82,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
133,1,0,6,44,82,1
134,1,0,6,45,82,1
132,1,0,6,43,82,1
134,1,0,6,45,82,1
133,1,0,6,44,82,1
134,1,0,6,45,82,1
132,1,0,7,42,82,1
133,1,0,7,44,81,1
133,1,0,6,43,83,1
129,1,0,6,41,81,1
136,1,0,6,46,83,1
132,1,0,6,42,83,1
134,1,0,6,45,82,1
130,1,0,6,42,81,1
131,1,0,6,43,81,1
137,1,0,6,47,83,1
134,1,0,6,45,82,1
130,1,0,6,41,82,1
131,1,0,6,42,82,1
131,1,0,6,41,83,1
132,1,0,6,43,82,1
133,1,0,6,44,82,1
133,1,0,6,44,82,1
134,1,0,6,45,82,1
133,1,0,6,43,83,1
131,1,0,6,42,82,1
134,1,0,6,44,83,1
130,1,0,6,41,82,1
131,1,0,6,42,82,1
133,1,0,6,44,82,1
132,1,0,6,42,83,1
131,1,0,6,42,82,1
131,1,0,7,42,81,1
135,1,0,6,46,82,1
131,1,0,6,42,82,1
131,1,0,6,43,81,1
133,1,0,7,43,82,1
133,1,0,6,44,82,1
131,1,0,6,41,83,1
131,1,0,6,42,82,1
132,1,0,6,43,82,1
131,1,0,6,42,82,1
131,1,0,7,42,81,1
131,1,0,6,42,82,1
132,1,0,6,44,81,1
132,1,0,6,42,83,1
130,1,0,6,42,81,1
132,1,0,6,44,81,1
129,1,0,6,41,81,1
131,1,0,6,41,83,1
131,1,0,6,42,82,1
130,1,0,6,42,81,1
131,1,0,7,42,81,1
130,1,0,6,42,81,1
135,1,0,6,46,82,1
133,1,0,6,45,81,1
134,1,0,7,43,83,1
132,1,0,7,42,82,1
132,1,0,6,42,83,1
134,1,0,6,45,82,1
131,1,0,7,41,82,1
132,1,0,6,42,83,1
134,1,0,6,45,82,1
131,1,0,7,41,82,1
130,1,0,6,41,82,1
132,1,0,6,43,82,1
135,1,0,6,47,81,1
137,1,0,6,49,81,1
131,1,0,6,42,82,1
132,1,0,7,42,82,1
133,1,0,6,45,81,1
137,1,0,6,47,83,1
131,1,0,6,42,82,1
135,1,0,6,45,83,1
133,1,0,6,44,82,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
134,1,0,6,45,82,1
133,1,0,7,42,83,1
130,1,0,6,41,82,1
130,1,0,6,41,82,1
131,1,0,6,42,82,1
134,1,0,7,43,83,1
131,1,0,6,42,82,1
134,1,0,6,44,83,1
132,1,0,7,42,82,1
132,1,0,7,42,82,1
133,1,0,7,43,82,1
131,1,0,6,42,82,1
132,1,0,7,42,82,1
132,1,0,6,42,83,1
132,1,0,6,43,82,1
132,1,0,6,42,83,1
135,1,0,7,45,82,1
132,1,0,7,42,82,1
130,1,0,6,41,82,1
131,1,0,7,41,82,1
134,1,0,6,45,82,1
130,1,0,6,41,82,1
130,1,0,6,41,82,1
133,1,0,6,44,82,1
131,1,0,6,42,82,1
132,1,0,6,43,82,1
132,1,0,6,43,82,1
132,1,0,6,43,82,1
132,1,0,7,42,82,1
132,1,0,6,42,83,1
131,1,0,6,42,82,1
131,1,0,6,43,81,1
133,1,0,6,44,82,1
132,1,0,6,42,83,1
130,1,0,6,41,82,1
134,1,0,7,43,83,1
131,1,0,6,42,82,1
132,1,0,7,42,82,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
132,1,0,7,42,82,1
133,1,0,6,44,82,1
130,1,0,6,42,81,1
132,1,0,7,42,82,1
131,1,0,6,42,82,1
134,1,0,6,44,83,1
132,1,0,6,43,82,1
131,1,0,6,42,82,1
133,1,0,6,44,82,1
131,1,0,6,42,82,1
132,1,0,6,43,82,1
134,1,0,6,44,83,1
137,1,0,7,46,83,1
131,1,0,6,42,82,1
132,1,0,7,42,82,1
135,1,0,7,45,82,1
131,1,0,6,42,82,1
132,1,0,6,43,82,1
135,1,0,6,46,82,1
134,1,0,6,45,82,1
136,1,0,6,47,82,1
132,1,0,6,42,83,1
136,1,0,6,47,82,1
132,1,0,6,43,82,1
132,1,0,6,43,82,1
136,1,0,7,46,82,1
135,1,0,6,46,82,1
131,1,0,7,42,81,1
131,1,0,6,42,82,1
130,1,0,6,41,82,1
134,1,0,7,44,82,1
132,1,0,6,43,82,1
134,1,0,7,44,82,1
132,1,0,7,42,82,1
131,1,0,6,41,83,1
133,1,0,6,44,82,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
139,1,0,6,49,83,1
132,1,0,7,42,82,1
131,1,0,7,41,82,1
132,1,0,6,42,83,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
132,1,0,6,42,83,1
134,1,0,6,45,82,1
134,1,0,7,43,83,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
130,1,0,6,42,81,1
131,1,0,6,43,81,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
134,1,0,6,46,81,1
132,1,0,7,42,82,1
130,1,0,6,42,81,1
138,1,0,7,48,82,1
131,1,0,6,42,82,1
131,1,0,6,41,83,1
133,1,0,6,44,82,1
132,1,0,6,43,82,1
132,1,0,6,42,83,1
134,1,0,7,44,82,1
131,1,0,6,41,83,1
131,1,0,6,42,82,1
132,1,0,6,44,81,1
134,1,0,7,44,82,1
140,1,0,6,50,83,1
135,1,0,7,45,82,1
132,1,0,7,42,82,1
131,1,0,6,42,82,1
133,1,0,6,44,82,1
132,1,0,6,43,82,1
131,1,0,6,42,82,1
132,1,0,7,42,82,1
132,1,0,6,43,82,1
136,1,0,6,46,83,1
131,1,0,6,41,83,1
133,1,0,6,43,83,1
134,1,0,7,44,82,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
134,1,0,6,44,83,1
131,1,0,6,42,82,1
134,1,0,6,45,82,1
132,1,0,6,43,82,1
133,1,0,6,44,82,1
132,1,0,6,44,81,1
131,1,0,6,42,82,1
134,1,0,7,44,82,1
129,1,0,6,41,81,1
131,1,0,6,42,82,1
133,1,0,7,42,83,1
132,1,0,7,42,82,1
136,1,0,6,47,82,1
135,1,0,7,44,83,1
132,1,0,6,43,82,1
132,1,0,6,43,82,1
130,1,0,6,41,82,1
133,1,0,6,43,83,1
131,1,0,6,42,82,1
131,1,0,6,41,83,1
130,1,0,6,42,81,1
133,1,0,6,44,82,1
134,1,0,7,44,82,1
132,1,0,7,42,82,1
130,1,0,6,41,82,1
132,1,0,7,42,82,1
132,1,0,7,42,82,1
134,1,0,6,45,82,1
130,1,0,6,41,82,1
131,1,0,6,41,83,1
132,1,0,6,43,82,1
131,1,0,7,42,81,1
130,1,0,6,42,81,1
133,1,0,6,43,83,1
130,1,0,6,41,82,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
133,1,0,7,43,82,1
133,1,0,6,44,82,1
133,1,0,7,43,82,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
134,1,0,7,44,82,1
131,1,0,6,42,82,1
132,1,0,7,42,82,1
132,1,0,6,43,82,1
133,1,0,6,43,83,1
134,1,0,7,43,83,1
132,1,0,6,42,83,1
133,1,0,6,44,82,1
133,1,0,7,43,82,1
130,1,0,6,41,82,1
136,1,0,6,46,83,1
134,1,0,6,45,82,1
132,1,0,7,42,82,1
131,1,0,6,42,82,1
135,1,0,6,45,83,1
132,1,0,6,43,82,1
132,1,0,6,42,83,1
134,1,0,6,45,82,1
136,1,0,7,46,82,1
132,1,0,6,42,83,1
134,1,0,6,45,82,1
137,1,0,7,46,83,1
135,1,0,7,45,82,1
136,1,0,6,46,83,1
133,1,0,6,43,83,1
136,1,0,7,46,82,1
134,1,0,6,45,82,1
133,1,0,7,42,83,1
131,1,0,6,42,82,1
130,1,0,6,41,82,1
130,1,0,6,41,82,1
132,1,0,7,42,82,1
133,1,0,6,44,82,1
134,1,0,6,44,83,1
135,1,0,7,45,82,1
134,1,0,7,43,83,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
136,1,0,7,46,82,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
136,1,0,7,46,82,1
131,1,0,6,42,82,1
130,1,0,6,41,82,1
133,1,0,7,43,82,1
134,1,0,6,45,82,1
131,1,0,6,42,82,1
133,1,0,7,43,82,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
134,1,0,7,44,82,1
131,1,0,6,41,83,1
130,1,0,6,41,82,1
132,1,0,6,42,83,1
134,1,0,7,44,82,1
132,1,0,6,42,83,1
131,1,0,6,42,82,1
132,1,0,6,42,83,1
131,1,0,6,42,82,1
132,1,0,6,43,82,1
135,1,0,7,44,83,1
132,1,0,7,42,82,1
132,1,0,7,42,82,1
129,1,0,6,41,81,1
131,1,0,6,42,82,1
132,1,0,6,43,82,1
131,1,0,6,42,82,1
135,1,0,6,45,83,1
132,1,0,7,42,82,1
133,1,0,6,44,82,1
134,1,0,6,44,83,1
131,1,0,6,42,82,1
134,1,0,7,44,82,1
134,1,0,7,44,82,1
135,1,0,6,45,83,1
133,1,0,6,43,83,1
137,1,0,6,47,83,1
134,1,0,6,45,82,1
135,1,0,6,46,82,1
133,1,0,7,43,82,1
135,1,0,6,46,82,1
136,1,0,7,46,82,1
131,1,0,6,42,82,1
133,1,0,6,44,82,1
136,1,0,7,45,83,1
136,1,0,6,46,83,1
136,1,0,7,45,83,1
133,1,0,6,43,83,1
130,1,0,6,41,82,1
133,1,0,6,44,82,1
132,1,0,6,43,82,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
132,1,0,7,42,82,1
130,1,0,6,41,82,1
133,1,0,7,42,83,1
131,1,0,6,42,82,1
130,1,0,6,42,81,1
133,1,0,7,43,82,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
132,1,0,6,42,83,1
132,1,0,7,42,82,1
131,1,0,6,42,82,1
132,1,0,7,42,82,1
134,1,0,7,44,82,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
129,1,0,6,41,81,1
134,1,0,7,43,83,1
132,1,0,7,42,82,1
133,1,0,7,43,82,1
132,1,0,6,43,82,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
133,1,0,6,44,82,1
130,1,0,6,42,81,1
130,1,0,6,42,81,1
131,1,0,6,41,83,1
130,1,0,6,41,82,1
131,1,0,6,43,81,1
132,1,0,6,42,83,1
133,1,0,7,43,82,1
133,1,0,6,43,83,1
131,1,0,6,41,83,1
131,1,0,6,42,82,1
133,1,0,6,44,82,1
132,1,0,7,42,82,1
132,1,0,6,42,83,1
130,1,0,6,41,82,1
130,1,0,6,41,82,1
134,1,0,6,45,82,1
134,1,0,6,45,82,1
132,1,0,6,42,83,1
135,1,0,7,45,82,1
135,1,0,6,46,82,1
133,1,0,7,43,82,1
134,1,0,6,45,82,1
130,1,0,6,41,82,1
134,1,0,7,44,82,1
133,1,0,6,44,82,1
133,1,0,6,44,82,1
132,1,0,6,43,82,1
132,1,0,6,42,83,1
132,1,0,6,43,82,1
131,1,0,6,41,83,1
133,1,0,6,43,83,1
136,1,0,7,45,83,1
132,1,0,6,42,83,1
133,1,0,6,43,83,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
130,1,0,6,41,82,1
131,1,0,6,42,82,1
133,1,0,7,42,83,1
131,1,0,6,42,82,1
133,1,0,7,43,82,1
136,1,0,7,45,83,1
132,1,0,7,42,82,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
134,1,0,6,45,82,1
135,1,0,7,44,83,1
133,1,0,7,43,82,1
134,1,0,7,44,82,1
132,1,0,7,42,82,1
135,1,0,7,45,82,1
132,1,0,7,42,82,1
131,1,0,7,41,82,1
131,1,0,6,42,82,1
132,1,0,6,43,82,1
131,1,0,6,42,82,1
131,1,0,6,42,82,1
131,1,0,6,41,83,1
134,1,0,7,44,82,1
132,1,0,6,42,83,1
131,1,0,6,42,82,1
130,1,0,6,41,82,1
130,1,0,6,41,82,1
134,1,0,6,45,82,1
132,1,0,6,43,82,1
130,1,0,6,41,82,1
133,1,0,6,43,83,1
135,1,0,7,45,82,1
134,1,0,6,45,82,1
139,1,0,7,49,82,1
134,1,0,7,44,82,1
134,1,0,6,45,82,1
136,1,0,6,46,83,1
135,1,0,7,45,82,1
134,1,0,6,45,82,1
134,1,0,6,45,82,1
136,1,0,6,46,83,1
137,1,0,7,47,82,1
136,1,0,6,47,82,1
137,1,0,7,46,83,1
138,1,0,7,48,82,1
135,1,0,7,45,82,1
134,1,0,6,45,82,1
139,1,0,6,49,83,1
137,1,0,7,47,82,1
139,1,0,6,49,83,1
134,1,0,6,44,83,1
136,1,0,7,45,83,1
138,1,0,6,49,82,1
136,1,0,7,46,82,1
135,1,0,6,46,82,1
137,1,0,6,48,82,1
134,1,0,6,45,82,1
134,1,0,6,45,82,1
136,1,0,6,47,82,1
358,8,0,224,49,84,1
362,8,0,233,45,83,1
358,8,0,230,45,82,1
367,8,0,238,45,83,1
356,8,0,228,44,83,1
356,8,0,224,48,83,1
348,8,0,219,45,83,1
346,8,0,217,45,83,1
341,8,0,213,44,83,1
333,8,0,200,48,84,1
337,8,0,204,48,84,1
329,8,0,200,46,82,1
336,8,0,206,46,83,1
334,8,0,205,46,82,1
335,8,0,205,45,84,1
332,8,0,202,46,83,1
333,8,0,204,45,83,1
334,8,0,205,44,84,1
331,8,0,203,44,83,1
328,7,0,201,44,82,1
328,7,0,198,47,82,1
332,8,0,203,45,83,1
327,7,0,199,44,83,1
329,8,0,202,44,82,1
330,8,0,200,47,82,1
333,8,0,201,48,83,1
329,8,0,201,45,82,1
333,8,0,200,49,83,1
328,7,0,199,45,83,1
330,8,0,202,44,83,1
327,7,0,198,45,83,1
336,8,0,202,50,83,1
328,7,0,200,45,82,1
329,8,0,200,45,83,1
330,8,0,201,45,83,1
327,7,0,198,46,82,1
328,7,0,199,44,84,1
329,8,0,200,45,83,1
329,8,0,200,45,83,1
327,7,0,198,45,83,1
335,8,0,201,49,84,1
326,7,0,197,45,83,1
329,8,0,200,46,82,1
327,7,0,199,44,83,1
332,8,0,199,48,84,1
332,8,0,201,47,83,1
326,7,0,196,47,82,1
329,8,0,201,44,83,1
330,8,0,199,48,82,1
330,8,0,201,45,83,1
325,7,0,197,45,82,1
329,8,0,198,47,83,1
330,8,0,200,46,83,1
324,7,0,195,44,84,1
322,7,0,197,42,82,1
328,7,0,199,46,82,1
327,7,0,198,45,83,1
322,7,0,196,42,83,1
325,7,0,200,42,82,1
325,7,0,196,45,83,1
325,7,0,198,43,83,1
325,7,0,199,43,82,1
323,7,0,195,45,82,1
329,8,0,200,45,83,1
